location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
SJ,2020-01-11,ChIJgQmY0JVjd0URQdKkzJ42A4U,Q842829,country/SJM,SJ,Svalbard and Jan Mayen,SJ,SJM,0,1731,1391,346,257,517,734,611,476,161,17,3,3245620,78.635166,21.993908,-18.283333,-20.216667,-16.85,0.0,273.473333,-22.444444,68.196785
SJ,2020-01-12,ChIJgQmY0JVjd0URQdKkzJ42A4U,Q842829,country/SJM,SJ,Svalbard and Jan Mayen,SJ,SJM,0,1731,1391,346,257,517,734,611,476,161,17,3,3245620,78.635166,21.993908,-20.016667,-21.705556,-18.322222,0.0,273.473333,-23.802469,68.998164
SJ,2020-01-13,ChIJgQmY0JVjd0URQdKkzJ42A4U,Q842829,country/SJM,SJ,Svalbard and Jan Mayen,SJ,SJM,0,1731,1391,346,257,517,734,611,476,161,17,3,3245620,78.635166,21.993908,-20.533333,-22.633333,-17.938889,0.1778,276.86,-24.111111,71.564879
SJ,2020-01-14,ChIJgQmY0JVjd0URQdKkzJ42A4U,Q842829,country/SJM,SJ,Svalbard and Jan Mayen,SJ,SJM,0,1731,1391,346,257,517,734,611,476,161,17,3,3245620,78.635166,21.993908,-19.383333,-21.466667,-17.722222,0.0,280.246667,-22.802469,72.743817
SJ,2020-01-15,ChIJgQmY0JVjd0URQdKkzJ42A4U,Q842829,country/SJM,SJ,Svalbard and Jan Mayen,SJ,SJM,0,1731,1391,346,257,517,734,611,476,161,17,3,3245620,78.635166,21.993908,-20.794444,-22.288889,-19.238889,0.0,280.246667,-23.907407,74.524339
SJ,2020-01-16,ChIJgQmY0JVjd0URQdKkzJ42A4U,Q842829,country/SJM,SJ,Svalbard and Jan Mayen,SJ,SJM,0,1731,1391,346,257,517,734,611,476,161,17,3,3245620,78.635166,21.993908,-18.888889,-21.711111,-16.683333,0.0,212.725,-21.858025,75.104318
SJ,2020-01-17,ChIJgQmY0JVjd0URQdKkzJ42A4U,Q842829,country/SJM,SJ,Svalbard and Jan Mayen,SJ,SJM,0,1731,1391,346,257,517,734,611,476,161,17,3,3245620,78.635166,21.993908,-17.41358,-20.703704,-14.012346,0.366889,207.645,-20.259259,78.702138
SJ,2020-01-18,ChIJgQmY0JVjd0URQdKkzJ42A4U,Q842829,country/SJM,SJ,Svalbard and Jan Mayen,SJ,SJM,0,1731,1391,346,257,517,734,611,476,161,17,3,3245620,78.635166,21.993908,-9.82716,-19.54321,-3.882716,0.197556,289.56,-12.263889,84.099233
SJ,2020-01-19,ChIJgQmY0JVjd0URQdKkzJ42A4U,Q842829,country/SJM,SJ,Svalbard and Jan Mayen,SJ,SJM,0,1731,1391,346,257,517,734,611,476,161,17,3,3245620,78.635166,21.993908,-4.487654,-7.796296,-1.740741,1.298222,259.715,-6.567901,85.654189
SJ,2020-01-20,ChIJgQmY0JVjd0URQdKkzJ42A4U,Q842829,country/SJM,SJ,Svalbard and Jan Mayen,SJ,SJM,0,1731,1391,346,257,517,734,611,476,161,17,3,3245620,78.635166,21.993908,-9.433333,-13.355556,-5.572222,0.635,295.275,-10.679012,84.646543
SJ,2020-01-21,ChIJgQmY0JVjd0URQdKkzJ42A4U,Q842829,country/SJM,SJ,Svalbard and Jan Mayen,SJ,SJM,0,1731,1391,346,257,517,734,611,476,161,17,3,3245620,78.635166,21.993908,-14.438889,-17.355556,-10.005556,0.0,282.575,-17.62963,72.464999
SJ,2020-01-22,ChIJgQmY0JVjd0URQdKkzJ42A4U,Q842829,country/SJM,SJ,Svalbard and Jan Mayen,SJ,SJM,0,1731,1391,346,257,517,734,611,476,161,17,3,3245620,78.635166,21.993908,-17.82716,-20.54321,-15.703704,0.0,272.415,-21.740741,71.968521
SJ,2020-01-23,ChIJgQmY0JVjd0URQdKkzJ42A4U,Q842829,country/SJM,SJ,Svalbard and Jan Mayen,SJ,SJM,0,1731,1391,346,257,517,734,611,476,161,17,3,3245620,78.635166,21.993908,-16.135802,-20.765432,-13.969136,0.0,277.495,-20.216049,71.504458
SJ,2020-01-24,ChIJgQmY0JVjd0URQdKkzJ42A4U,Q842829,country/SJM,SJ,Svalbard and Jan Mayen,SJ,SJM,0,1731,1391,346,257,517,734,611,476,161,17,3,3245620,78.635166,21.993908,-15.635802,-18.62963,-12.753086,0.0,247.65,-19.987654,70.483913
SJ,2020-01-25,ChIJgQmY0JVjd0URQdKkzJ42A4U,Q842829,country/SJM,SJ,Svalbard and Jan Mayen,SJ,SJM,0,1731,1391,346,257,517,734,611,476,161,17,3,3245620,78.635166,21.993908,-19.222222,-21.438272,-16.858025,0.0,240.03,-24.450617,64.379313
SJ,2020-01-26,ChIJgQmY0JVjd0URQdKkzJ42A4U,Q842829,country/SJM,SJ,Svalbard and Jan Mayen,SJ,SJM,0,1731,1391,346,257,517,734,611,476,161,17,3,3245620,78.635166,21.993908,-18.567901,-21.41358,-16.222222,0.0,242.57,-22.290123,72.776557
SJ,2020-01-27,ChIJgQmY0JVjd0URQdKkzJ42A4U,Q842829,country/SJM,SJ,Svalbard and Jan Mayen,SJ,SJM,0,1731,1391,346,257,517,734,611,476,161,17,3,3245620,78.635166,21.993908,-15.611111,-19.160494,-13.555556,0.0,316.653333,-19.185185,74.387484
SJ,2020-01-28,ChIJgQmY0JVjd0URQdKkzJ42A4U,Q842829,country/SJM,SJ,Svalbard and Jan Mayen,SJ,SJM,0,1731,1391,346,257,517,734,611,476,161,17,3,3245620,78.635166,21.993908,-14.790123,-17.32716,-12.160494,0.0,313.266667,-19.425926,68.453594
SJ,2020-01-29,ChIJgQmY0JVjd0URQdKkzJ42A4U,Q842829,country/SJM,SJ,Svalbard and Jan Mayen,SJ,SJM,0,1731,1391,346,257,517,734,611,476,161,17,3,3245620,78.635166,21.993908,-10.538889,-15.244444,-7.405556,0.0,316.653333,-15.0,71.568844
SJ,2020-01-30,ChIJgQmY0JVjd0URQdKkzJ42A4U,Q842829,country/SJM,SJ,Svalbard and Jan Mayen,SJ,SJM,0,1731,1391,346,257,517,734,611,476,161,17,3,3245620,78.635166,21.993908,-5.993827,-9.567901,-3.493827,0.0,326.813333,-9.179012,78.702944
SJ,2020-01-31,ChIJgQmY0JVjd0URQdKkzJ42A4U,Q842829,country/SJM,SJ,Svalbard and Jan Mayen,SJ,SJM,0,1731,1391,346,257,517,734,611,476,161,17,3,3245620,78.635166,21.993908,-5.0,-7.987654,-1.901235,1.11125,333.586667,-6.506173,89.217192
SJ,2020-02-01,ChIJgQmY0JVjd0URQdKkzJ42A4U,Q842829,country/SJM,SJ,Svalbard and Jan Mayen,SJ,SJM,0,1731,1391,346,257,517,734,611,476,161,17,3,3245620,78.635166,21.993908,-7.425926,-9.388889,-5.765432,0.635,330.2,-8.975309,88.749842
SJ,2020-02-02,ChIJgQmY0JVjd0URQdKkzJ42A4U,Q842829,country/SJM,SJ,Svalbard and Jan Mayen,SJ,SJM,0,1731,1391,346,257,517,734,611,476,161,17,3,3245620,78.635166,21.993908,-7.604938,-12.839506,-5.074074,0.4445,353.06,-9.58642,85.962993
SJ,2020-02-03,ChIJgQmY0JVjd0URQdKkzJ42A4U,Q842829,country/SJM,SJ,Svalbard and Jan Mayen,SJ,SJM,0,1731,1391,346,257,517,734,611,476,161,17,3,3245620,78.635166,21.993908,-17.944444,-21.018519,-13.430556,0.47625,490.22,-21.302469,75.397177
SJ,2020-02-04,ChIJgQmY0JVjd0URQdKkzJ42A4U,Q842829,country/SJM,SJ,Svalbard and Jan Mayen,SJ,SJM,0,1731,1391,346,257,517,734,611,476,161,17,3,3245620,78.635166,21.993908,-21.537037,-24.561728,-18.709877,1.11125,379.306667,-25.296296,71.923248
SJ,2020-02-05,ChIJgQmY0JVjd0URQdKkzJ42A4U,Q842829,country/SJM,SJ,Svalbard and Jan Mayen,SJ,SJM,0,1731,1391,346,257,517,734,611,476,161,17,3,3245620,78.635166,21.993908,-21.516667,-24.444444,-18.661111,0.0,342.9,-26.061728,69.648618
SJ,2020-02-06,ChIJgQmY0JVjd0URQdKkzJ42A4U,Q842829,country/SJM,SJ,Svalbard and Jan Mayen,SJ,SJM,0,1731,1391,346,257,517,734,611,476,161,17,3,3245620,78.635166,21.993908,-20.197531,-23.604938,-16.901235,0.0,284.48,-23.469136,75.299005
SJ,2020-02-07,ChIJgQmY0JVjd0URQdKkzJ42A4U,Q842829,country/SJM,SJ,Svalbard and Jan Mayen,SJ,SJM,0,1731,1391,346,257,517,734,611,476,161,17,3,3245620,78.635166,21.993908,-12.098765,-22.703704,-6.864198,0.310444,382.27,-14.549383,82.112573
SJ,2020-02-08,ChIJgQmY0JVjd0URQdKkzJ42A4U,Q842829,country/SJM,SJ,Svalbard and Jan Mayen,SJ,SJM,0,1731,1391,346,257,517,734,611,476,161,17,3,3245620,78.635166,21.993908,-7.308642,-10.41358,-5.12963,0.903111,304.8,-8.753086,89.543327
SJ,2020-02-09,ChIJgQmY0JVjd0URQdKkzJ42A4U,Q842829,country/SJM,SJ,Svalbard and Jan Mayen,SJ,SJM,0,1731,1391,346,257,517,734,611,476,161,17,3,3245620,78.635166,21.993908,-9.598765,-12.407407,-6.04321,0.169333,309.88,-13.049383,76.743123
SJ,2020-02-10,ChIJgQmY0JVjd0URQdKkzJ42A4U,Q842829,country/SJM,SJ,Svalbard and Jan Mayen,SJ,SJM,0,1731,1391,346,257,517,734,611,476,161,17,3,3245620,78.635166,21.993908,-11.617284,-14.37037,-9.067901,0.0,294.64,-15.555556,73.677512
SJ,2020-02-11,ChIJgQmY0JVjd0URQdKkzJ42A4U,Q842829,country/SJM,SJ,Svalbard and Jan Mayen,SJ,SJM,0,1731,1391,346,257,517,734,611,476,161,17,3,3245620,78.635166,21.993908,-11.518519,-14.45679,-9.611111,0.0,292.1,-15.703704,72.454272
SJ,2020-02-12,ChIJgQmY0JVjd0URQdKkzJ42A4U,Q842829,country/SJM,SJ,Svalbard and Jan Mayen,SJ,SJM,0,1731,1391,346,257,517,734,611,476,161,17,3,3245620,78.635166,21.993908,-15.709877,-18.919753,-12.141975,9.990667,359.833333,-20.148148,69.948128
SJ,2020-02-13,ChIJgQmY0JVjd0URQdKkzJ42A4U,Q842829,country/SJM,SJ,Svalbard and Jan Mayen,SJ,SJM,0,1731,1391,346,257,517,734,611,476,161,17,3,3245620,78.635166,21.993908,-21.067901,-23.234568,-18.41358,0.056444,292.735,-24.796296,72.383969
SJ,2020-02-14,ChIJgQmY0JVjd0URQdKkzJ42A4U,Q842829,country/SJM,SJ,Svalbard and Jan Mayen,SJ,SJM,0,1731,1391,346,257,517,734,611,476,161,17,3,3245620,78.635166,21.993908,-21.37037,-23.703704,-19.12963,0.056444,373.38,-24.5,75.994273
SJ,2020-02-15,ChIJgQmY0JVjd0URQdKkzJ42A4U,Q842829,country/SJM,SJ,Svalbard and Jan Mayen,SJ,SJM,0,1731,1391,346,257,517,734,611,476,161,17,3,3245620,78.635166,21.993908,-17.037037,-23.358025,-12.660494,0.790222,319.405,-19.950617,78.20859
SJ,2020-02-16,ChIJgQmY0JVjd0URQdKkzJ42A4U,Q842829,country/SJM,SJ,Svalbard and Jan Mayen,SJ,SJM,0,1731,1391,346,257,517,734,611,476,161,17,3,3245620,78.635166,21.993908,-11.814815,-16.246914,-8.950617,0.056444,329.565,-15.685185,73.489585
SJ,2020-02-17,ChIJgQmY0JVjd0URQdKkzJ42A4U,Q842829,country/SJM,SJ,Svalbard and Jan Mayen,SJ,SJM,0,1731,1391,346,257,517,734,611,476,161,17,3,3245620,78.635166,21.993908,-16.422222,-19.566667,-13.427778,0.0508,334.645,-19.018519,76.226518
SJ,2020-02-18,ChIJgQmY0JVjd0URQdKkzJ42A4U,Q842829,country/SJM,SJ,Svalbard and Jan Mayen,SJ,SJM,0,1731,1391,346,257,517,734,611,476,161,17,3,3245620,78.635166,21.993908,-19.567901,-21.925926,-17.62963,0.028222,337.185,-23.604938,70.840418
SJ,2020-02-19,ChIJgQmY0JVjd0URQdKkzJ42A4U,Q842829,country/SJM,SJ,Svalbard and Jan Mayen,SJ,SJM,0,1731,1391,346,257,517,734,611,476,161,17,3,3245620,78.635166,21.993908,-16.098765,-21.67284,-13.91358,0.338667,327.66,-19.493827,75.490429
SJ,2020-02-20,ChIJgQmY0JVjd0URQdKkzJ42A4U,Q842829,country/SJM,SJ,Svalbard and Jan Mayen,SJ,SJM,0,1731,1391,346,257,517,734,611,476,161,17,3,3245620,78.635166,21.993908,-14.092593,-16.592593,-12.444444,1.693333,304.8,-17.598765,75.213401
SJ,2020-02-21,ChIJgQmY0JVjd0URQdKkzJ42A4U,Q842829,country/SJM,SJ,Svalbard and Jan Mayen,SJ,SJM,0,1731,1391,346,257,517,734,611,476,161,17,3,3245620,78.635166,21.993908,-18.290123,-21.185185,-15.388889,0.451556,429.26,-21.228395,77.920272
SJ,2020-02-22,ChIJgQmY0JVjd0URQdKkzJ42A4U,Q842829,country/SJM,SJ,Svalbard and Jan Mayen,SJ,SJM,0,1731,1391,346,257,517,734,611,476,161,17,3,3245620,78.635166,21.993908,-17.87037,-20.098765,-16.339506,0.028222,327.025,-21.08642,76.330472
SJ,2020-02-23,ChIJgQmY0JVjd0URQdKkzJ42A4U,Q842829,country/SJM,SJ,Svalbard and Jan Mayen,SJ,SJM,0,1731,1391,346,257,517,734,611,476,161,17,3,3245620,78.635166,21.993908,-19.45679,-21.024691,-17.962963,0.028222,324.485,-22.641975,76.125252
SJ,2020-02-24,ChIJgQmY0JVjd0URQdKkzJ42A4U,Q842829,country/SJM,SJ,Svalbard and Jan Mayen,SJ,SJM,0,1731,1391,346,257,517,734,611,476,161,17,3,3245620,78.635166,21.993908,-19.358025,-21.530864,-17.098765,0.112889,324.485,-22.018519,79.496927
SJ,2020-02-25,ChIJgQmY0JVjd0URQdKkzJ42A4U,Q842829,country/SJM,SJ,Svalbard and Jan Mayen,SJ,SJM,0,1731,1391,346,257,517,734,611,476,161,17,3,3245620,78.635166,21.993908,-19.141975,-22.179012,-16.765432,0.028222,324.485,-22.296296,76.353615
SJ,2020-02-26,ChIJgQmY0JVjd0URQdKkzJ42A4U,Q842829,country/SJM,SJ,Svalbard and Jan Mayen,SJ,SJM,0,1731,1391,346,257,517,734,611,476,161,17,3,3245620,78.635166,21.993908,-20.746914,-23.203704,-18.345679,0.733778,324.485,-24.098765,74.805543
SJ,2020-02-27,ChIJgQmY0JVjd0URQdKkzJ42A4U,Q842829,country/SJM,SJ,Svalbard and Jan Mayen,SJ,SJM,0,1731,1391,346,257,517,734,611,476,161,17,3,3245620,78.635166,21.993908,-24.216049,-26.524691,-22.302469,0.987778,347.345,-27.648148,73.528484
SJ,2020-02-28,ChIJgQmY0JVjd0URQdKkzJ42A4U,Q842829,country/SJM,SJ,Svalbard and Jan Mayen,SJ,SJM,0,1731,1391,346,257,517,734,611,476,161,17,3,3245620,78.635166,21.993908,-25.345679,-27.055556,-23.604938,0.338667,354.965,-28.574074,74.538301
SJ,2020-02-29,ChIJgQmY0JVjd0URQdKkzJ42A4U,Q842829,country/SJM,SJ,Svalbard and Jan Mayen,SJ,SJM,0,1731,1391,346,257,517,734,611,476,161,17,3,3245620,78.635166,21.993908,-24.688889,-27.294444,-21.927778,0.0762,352.425,-27.240741,74.646256
SJ,2020-03-01,ChIJgQmY0JVjd0URQdKkzJ42A4U,Q842829,country/SJM,SJ,Svalbard and Jan Mayen,SJ,SJM,0,1731,1391,346,257,517,734,611,476,161,17,3,3245620,78.635166,21.993908,-22.555556,-25.583333,-20.272222,0.2794,354.33,-24.845679,76.436521
SJ,2020-03-02,ChIJgQmY0JVjd0URQdKkzJ42A4U,Q842829,country/SJM,SJ,Svalbard and Jan Mayen,SJ,SJM,0,1731,1391,346,257,517,734,611,476,161,17,3,3245620,78.635166,21.993908,-23.194444,-26.194444,-20.3,0.3556,469.9,-25.91358,74.046028
SJ,2020-03-03,ChIJgQmY0JVjd0URQdKkzJ42A4U,Q842829,country/SJM,SJ,Svalbard and Jan Mayen,SJ,SJM,0,1731,1391,346,257,517,734,611,476,161,17,3,3245620,78.635166,21.993908,-24.85,-27.538889,-21.577778,0.0508,369.57,-27.296296,72.601866
SJ,2020-03-04,ChIJgQmY0JVjd0URQdKkzJ42A4U,Q842829,country/SJM,SJ,Svalbard and Jan Mayen,SJ,SJM,0,1731,1391,346,257,517,734,611,476,161,17,3,3245620,78.635166,21.993908,-16.766667,-23.944444,-12.261111,0.4572,694.69,-17.993827,83.006507
SJ,2020-03-05,ChIJgQmY0JVjd0URQdKkzJ42A4U,Q842829,country/SJM,SJ,Svalbard and Jan Mayen,SJ,SJM,0,1731,1391,346,257,517,734,611,476,161,17,3,3245620,78.635166,21.993908,-11.972222,-15.627778,-9.233333,0.0762,372.11,-14.567901,79.790169
SJ,2020-03-06,ChIJgQmY0JVjd0URQdKkzJ42A4U,Q842829,country/SJM,SJ,Svalbard and Jan Mayen,SJ,SJM,0,1731,1391,346,257,517,734,611,476,161,17,3,3245620,78.635166,21.993908,-8.905556,-13.8,-6.588889,0.0,367.03,-11.580247,81.798417
SJ,2020-03-07,ChIJgQmY0JVjd0URQdKkzJ42A4U,Q842829,country/SJM,SJ,Svalbard and Jan Mayen,SJ,SJM,0,1731,1391,346,257,517,734,611,476,161,17,3,3245620,78.635166,21.993908,-8.516667,-10.766667,-6.355556,0.0508,374.65,-10.604938,85.143469
SJ,2020-03-08,ChIJgQmY0JVjd0URQdKkzJ42A4U,Q842829,country/SJM,SJ,Svalbard and Jan Mayen,SJ,SJM,0,1731,1391,346,257,517,734,611,476,161,17,3,3245620,78.635166,21.993908,-14.133333,-22.372222,-5.372222,0.381,485.986667,-16.141975,82.270188
SJ,2020-03-09,ChIJgQmY0JVjd0URQdKkzJ42A4U,Q842829,country/SJM,SJ,Svalbard and Jan Mayen,SJ,SJM,0,1731,1391,346,257,517,734,611,476,161,17,3,3245620,78.635166,21.993908,-24.327778,-26.855556,-21.955556,0.3556,499.533333,-27.061728,72.118272
SJ,2020-03-10,ChIJgQmY0JVjd0URQdKkzJ42A4U,Q842829,country/SJM,SJ,Svalbard and Jan Mayen,SJ,SJM,0,1731,1391,346,257,517,734,611,476,161,17,3,3245620,78.635166,21.993908,-28.516667,-30.427778,-26.45,0.3048,379.73,-31.561728,69.979266
SJ,2020-03-11,ChIJgQmY0JVjd0URQdKkzJ42A4U,Q842829,country/SJM,SJ,Svalbard and Jan Mayen,SJ,SJM,0,1731,1391,346,257,517,734,611,476,161,17,3,3245620,78.635166,21.993908,-29.233333,-32.0,-26.888889,0.4064,382.27,-32.574074,69.91016
SJ,2020-03-12,ChIJgQmY0JVjd0URQdKkzJ42A4U,Q842829,country/SJM,SJ,Svalbard and Jan Mayen,SJ,SJM,0,1731,1391,346,257,517,734,611,476,161,17,3,3245620,78.635166,21.993908,-27.461111,-32.261111,-23.722222,0.1778,384.81,-31.277778,69.077223
SJ,2020-03-13,ChIJgQmY0JVjd0URQdKkzJ42A4U,Q842829,country/SJM,SJ,Svalbard and Jan Mayen,SJ,SJM,0,1731,1391,346,257,517,734,611,476,161,17,3,3245620,78.635166,21.993908,-24.611111,-26.694444,-22.266667,0.0762,69.85,-28.259259,69.896986
SJ,2020-03-14,ChIJgQmY0JVjd0URQdKkzJ42A4U,Q842829,country/SJM,SJ,Svalbard and Jan Mayen,SJ,SJM,0,1731,1391,346,257,517,734,611,476,161,17,3,3245620,78.635166,21.993908,-21.533333,-24.655556,-19.027778,0.0762,69.85,-24.987654,69.95487
SJ,2020-03-15,ChIJgQmY0JVjd0URQdKkzJ42A4U,Q842829,country/SJM,SJ,Svalbard and Jan Mayen,SJ,SJM,0,1731,1391,346,257,517,734,611,476,161,17,3,3245620,78.635166,21.993908,-20.983333,-24.161111,-18.144444,0.7874,370.205,-23.876543,74.473269
SJ,2020-03-16,ChIJgQmY0JVjd0URQdKkzJ42A4U,Q842829,country/SJM,SJ,Svalbard and Jan Mayen,SJ,SJM,0,1731,1391,346,257,517,734,611,476,161,17,3,3245620,78.635166,21.993908,-23.833333,-27.761111,-20.161111,0.7874,387.985,-27.141975,73.450919
SJ,2020-03-17,ChIJgQmY0JVjd0URQdKkzJ42A4U,Q842829,country/SJM,SJ,Svalbard and Jan Mayen,SJ,SJM,0,1731,1391,346,257,517,734,611,476,161,17,3,3245620,78.635166,21.993908,-27.161111,-29.322222,-24.716667,0.1524,392.43,-30.246914,71.801805
SJ,2020-03-18,ChIJgQmY0JVjd0URQdKkzJ42A4U,Q842829,country/SJM,SJ,Svalbard and Jan Mayen,SJ,SJM,0,1731,1391,346,257,517,734,611,476,161,17,3,3245620,78.635166,21.993908,-27.372222,-29.655556,-24.777778,0.0762,387.985,-30.308642,72.215636
SJ,2020-03-19,ChIJgQmY0JVjd0URQdKkzJ42A4U,Q842829,country/SJM,SJ,Svalbard and Jan Mayen,SJ,SJM,0,1731,1391,346,257,517,734,611,476,161,17,3,3245620,78.635166,21.993908,-23.538889,-27.461111,-19.261111,0.028222,490.22,-26.858025,71.720492
SJ,2020-03-20,ChIJgQmY0JVjd0URQdKkzJ42A4U,Q842829,country/SJM,SJ,Svalbard and Jan Mayen,SJ,SJM,0,1731,1391,346,257,517,734,611,476,161,17,3,3245620,78.635166,21.993908,-17.094444,-22.122222,-14.533333,0.2032,382.27,-20.240741,73.100753
SJ,2020-03-21,ChIJgQmY0JVjd0URQdKkzJ42A4U,Q842829,country/SJM,SJ,Svalbard and Jan Mayen,SJ,SJM,0,1731,1391,346,257,517,734,611,476,161,17,3,3245620,78.635166,21.993908,-13.666667,-17.25,-9.488889,0.310444,397.51,-15.592593,79.118236
SJ,2020-03-22,ChIJgQmY0JVjd0URQdKkzJ42A4U,Q842829,country/SJM,SJ,Svalbard and Jan Mayen,SJ,SJM,0,1731,1391,346,257,517,734,611,476,161,17,3,3245620,78.635166,21.993908,-5.027778,-11.438889,-0.5,4.6482,455.295,-5.685185,91.147862
SJ,2020-03-23,ChIJgQmY0JVjd0URQdKkzJ42A4U,Q842829,country/SJM,SJ,Svalbard and Jan Mayen,SJ,SJM,0,1731,1391,346,257,517,734,611,476,161,17,3,3245620,78.635166,21.993908,-10.572222,-15.111111,-6.227778,1.0922,577.426667,-12.888889,80.977134
SJ,2020-03-24,ChIJgQmY0JVjd0URQdKkzJ42A4U,Q842829,country/SJM,SJ,Svalbard and Jan Mayen,SJ,SJM,0,1731,1391,346,257,517,734,611,476,161,17,3,3245620,78.635166,21.993908,-8.811111,-14.894444,-6.383333,1.2192,501.015,-9.697531,88.380248
SJ,2020-03-25,ChIJgQmY0JVjd0URQdKkzJ42A4U,Q842829,country/SJM,SJ,Svalbard and Jan Mayen,SJ,SJM,0,1731,1391,346,257,517,734,611,476,161,17,3,3245620,78.635166,21.993908,-11.572222,-14.7,-7.988889,0.4826,880.11,-13.104938,83.873259
SJ,2020-03-26,ChIJgQmY0JVjd0URQdKkzJ42A4U,Q842829,country/SJM,SJ,Svalbard and Jan Mayen,SJ,SJM,0,1731,1391,346,257,517,734,611,476,161,17,3,3245620,78.635166,21.993908,-15.833333,-19.761111,-13.427778,0.1524,490.855,-18.135802,77.959089
SJ,2020-03-27,ChIJgQmY0JVjd0URQdKkzJ42A4U,Q842829,country/SJM,SJ,Svalbard and Jan Mayen,SJ,SJM,0,1731,1391,346,257,517,734,611,476,161,17,3,3245620,78.635166,21.993908,-16.172222,-20.811111,-12.866667,0.4318,508.0,-18.049383,79.219899
SJ,2020-03-28,ChIJgQmY0JVjd0URQdKkzJ42A4U,Q842829,country/SJM,SJ,Svalbard and Jan Mayen,SJ,SJM,0,1731,1391,346,257,517,734,611,476,161,17,3,3245620,78.635166,21.993908,-19.283333,-20.738889,-17.038889,0.6858,514.985,-22.345679,73.101463
